,AAPL,AAPL,AAPL,AAPL,AAPL
,open,high,low,close,volume
2020-10-14 15:15:00-04:00,121.68,121.72,121.18,121.47,124015
2020-10-14 15:30:00-04:00,121.46,122.0,121.42,121.965,203951
2020-10-14 15:45:00-04:00,121.97,121.98,121.15,121.18,341511
2020-10-14 17:00:00-04:00,120.839,120.839,120.829,120.829,200
2020-10-14 18:00:00-04:00,121.079,121.089,121.079,121.089,300
2020-10-14 18:15:00-04:00,121.111,121.111,121.061,121.061,300
2020-10-14 18:30:00-04:00,120.781,120.801,120.781,120.801,200
2020-10-14 18:45:00-04:00,120.929,120.929,120.929,120.929,100
2020-10-15 07:15:00-04:00,118.749,118.839,118.749,118.839,526
2020-10-15 07:30:00-04:00,118.929,118.929,118.809,118.859,1050
2020-10-15 07:45:00-04:00,118.881,118.881,118.749,118.749,309
2020-10-15 08:00:00-04:00,118.719,118.719,118.416,118.419,1400
2020-10-15 08:15:00-04:00,118.526,118.824,118.526,118.824,1100
2020-10-15 08:30:00-04:00,118.549,118.616,118.5,118.596,1100
2020-10-15 08:45:00-04:00,118.551,118.811,118.551,118.801,1100
2020-10-15 09:00:00-04:00,118.781,118.79,118.621,118.749,1356
2020-10-15 09:15:00-04:00,118.639,118.904,118.639,118.899,1940
2020-10-15 09:30:00-04:00,118.57,120.271,118.16,120.25,399391
2020-10-15 09:45:00-04:00,120.24,120.63,119.88,120.2,229704
2020-10-15 10:00:00-04:00,120.19,120.365,119.4,119.5,202265
2020-10-15 10:15:00-04:00,119.455,120.06,119.23,119.555,159586
2020-10-15 10:30:00-04:00,119.535,119.65,119.08,119.2,118173
2020-10-15 10:45:00-04:00,119.185,119.84,119.02,119.71,154776
2020-10-15 11:00:00-04:00,119.735,119.885,119.18,119.8,74124
2020-10-15 11:15:00-04:00,119.8,120.1,119.72,119.84,165467
2020-10-15 11:30:00-04:00,119.88,120.2,119.81,120.07,82049
2020-10-15 11:45:00-04:00,120.11,120.32,119.81,120.26,77374
2020-10-15 12:00:00-04:00,120.265,120.64,120.19,120.26,64007
2020-10-15 12:15:00-04:00,120.265,120.4,119.8,119.83,68173
2020-10-15 12:30:00-04:00,119.865,120.07,119.72,119.72,62960
2020-10-15 12:45:00-04:00,119.69,119.97,119.555,119.81,62582
2020-10-15 13:00:00-04:00,119.79,119.92,119.7,119.89,239173
2020-10-15 13:15:00-04:00,119.89,119.92,119.4,119.575,191831
2020-10-15 13:30:00-04:00,119.56,120.27,119.5,120.24,56440
2020-10-15 13:45:00-04:00,120.24,120.425,120.075,120.33,48921
2020-10-15 14:00:00-04:00,120.38,120.6,120.24,120.51,52309
2020-10-15 14:15:00-04:00,120.55,120.64,120.3,120.61,43338
2020-10-15 14:30:00-04:00,120.575,120.81,120.35,120.35,70747
2020-10-15 14:45:00-04:00,120.38,120.67,120.22,120.67,410675
2020-10-15 15:00:00-04:00,120.66,120.99,120.58,120.82,61545
2020-10-15 15:15:00-04:00,120.86,121.2,120.81,120.95,169730
2020-10-15 15:30:00-04:00,120.98,121.08,120.79,120.9,114872
2020-10-15 15:45:00-04:00,120.91,121.1,120.58,120.71,225807
2020-10-15 18:15:00-04:00,121.001,121.069,120.959,120.959,500
2020-10-16 07:00:00-04:00,120.92,120.92,120.92,120.92,200
2020-10-16 07:30:00-04:00,121.41,121.449,121.399,121.449,725
2020-10-16 07:45:00-04:00,121.489,121.489,121.489,121.489,100
2020-10-16 08:00:00-04:00,121.314,121.314,121.299,121.314,600
2020-10-16 08:15:00-04:00,121.411,121.549,121.411,121.549,510
2020-10-16 08:30:00-04:00,121.599,122.056,121.599,121.819,1090
2020-10-16 08:45:00-04:00,121.679,121.839,121.679,121.839,300
2020-10-16 09:00:00-04:00,121.9,121.9,121.624,121.73,3210
2020-10-16 09:15:00-04:00,121.61,121.64,121.61,121.64,200
2020-10-16 09:30:00-04:00,121.26,121.53,120.89,121.04,262643
2020-10-16 09:45:00-04:00,121.05,121.12,120.32,120.85,165773
2020-10-16 10:00:00-04:00,120.86,121.19,120.55,120.57,138856
2020-10-16 10:15:00-04:00,120.53,121.26,120.46,121.14,150882
2020-10-16 10:30:00-04:00,121.19,121.2,120.805,120.94,100588
2020-10-16 10:45:00-04:00,120.96,120.98,120.33,120.69,1027015
2020-10-16 11:00:00-04:00,120.68,120.68,120.18,120.28,75504
2020-10-16 11:15:00-04:00,120.31,120.32,119.54,119.87,113280
2020-10-16 11:30:00-04:00,119.83,119.94,119.47,119.595,136739
2020-10-16 11:45:00-04:00,119.63,120.03,119.52,120.01,95692
2020-10-16 12:00:00-04:00,119.95,120.1,119.62,119.7,206974
2020-10-16 12:15:00-04:00,119.68,119.91,119.63,119.84,151689
2020-10-16 12:30:00-04:00,119.84,119.875,119.3,119.39,114646
2020-10-16 12:45:00-04:00,119.405,119.89,119.405,119.835,73957
2020-10-16 13:00:00-04:00,119.8,120.06,119.71,120.03,81848
2020-10-16 13:15:00-04:00,120.04,120.3,120.0,120.05,64068
